TMW Order #,TMW Leg #,Doc Type,Carrier Invoice #,Carrier Amount,Carrier Invoice Date,Approved Date,Transflo
116832,117469,BL,,,,1/30/2024,COMPLETED
116820,117457,POD,,,,1/30/2024,COMPLETED
116851,117488,CI,6156,2500,1/30/2024,1/30/2024,APPROVED
117224,117864,POD,,,,1/30/2024,COMPLETED
116753,117390,POD,,,,1/30/2024,COMPLETED
117147,117787,BL,,,,1/30/2024,COMPLETED
116252,116888,CI,465,2500,1/30/2024,1/30/2024,APPROVED
117147,117787,WGT,,,,1/30/2024,COMPLETED
117147,117787,BL,,,,1/30/2024,COMPLETED
116660,117297,CI,116660,2500,1/30/2024,1/30/2024,APPROVED
116328,116964,CI,1013890,2600,1/30/2024,1/30/2024,APPROVED
117660,118302,CI,IN-0000149729-01,750,1/29/2024,1/29/2024,APPROVED
116683,117320,CI,5205,3500,1/30/2024,1/30/2024,APPROVED
117800,118442,CI,OTR-13938810,600,1/29/2024,1/29/2024,APPROVED
116822,117459,CI,117166,600,1/30/2024,1/30/2024,APPROVED
116898,117535,CI,OTR-13945076,700,1/29/2024,1/29/2024,APPROVED
114484,115117,CI,114484,470,1/30/2024,1/30/2024,APPROVED
116676,117313,CI,13836,650,1/29/2024,1/29/2024,APPROVED
116802,117439,CI,OTR-13944612,700,1/29/2024,1/29/2024,APPROVED
116665,117302,CI,116728,1050,1/29/2024,1/29/2024,APPROVED
117496,118138,CI,OTR-13954383,700,1/30/2024,1/30/2024,APPROVED
117285,117925,CI,117285,850,1/29/2024,1/29/2024,APPROVED
117324,117965,CI,OTR-13931768,700,1/29/2024,1/29/2024,APPROVED
116431,117067,POD,,,,1/30/2024,COMPLETED
117864,118506,POD,,,,1/30/2024,COMPLETED
117224,117864,POD,,,,1/30/2024,COMPLETED
113340,113971,BL,,0,1/29/2024,1/29/2024,COMPLETED
116768,117405,POD,,,,1/30/2024,COMPLETED
117183,117823,BL,,,,1/30/2024,COMPLETED
115775,116408,BL,,,,1/30/2024,COMPLETED
117368,118010,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
117183,117823,CI,117183,1750,1/30/2024,1/30/2024,APPROVED
115651,116285,POD,,,,1/30/2024,COMPLETED
115651,116285,POD,,,,1/30/2024,COMPLETED
114919,115553,POD,,,,1/30/2024,COMPLETED
117801,118443,BL,,,,1/30/2024,COMPLETED
113828,114455,POD,,,,1/30/2024,COMPLETED
115651,116285,POD,,,,1/30/2024,COMPLETED
114919,115553,POD,,,,1/30/2024,COMPLETED
116655,117292,POD,,,,1/30/2024,COMPLETED
117801,118443,BL,,,,1/30/2024,COMPLETED
115651,116285,POD,,,,1/30/2024,COMPLETED
116655,117292,CI,116655,1000,1/30/2024,1/30/2024,APPROVED - AUTO
116226,116862,CI,116226,1850,1/30/2024,1/30/2024,APPROVED
115937,116572,POD,,,,1/30/2024,COMPLETED
117057,117696,BL,,,,1/30/2024,COMPLETED
115523,116157,POD,,,,1/30/2024,COMPLETED
117418,118060,POD,,,,1/30/2024,COMPLETED
117426,118068,BL,,,,1/30/2024,COMPLETED
117426,118068,CI,3941,2100,1/30/2024,1/30/2024,APPROVED - AUTO
116235,116871,CI,12495,2000,1/30/2024,1/30/2024,APPROVED
117533,118175,POD,,,,1/30/2024,COMPLETED
117533,118175,WGT,,,,1/30/2024,COMPLETED
115775,116408,POD,,,,1/30/2024,COMPLETED
118105,118747,POD,,,,1/30/2024,COMPLETED
118249,118893,CI,12675,3300,1/30/2024,1/30/2024,APPROVED
118031,118673,POD,,,,1/30/2024,COMPLETED
118031,118673,WGT,,,,1/30/2024,COMPLETED
117246,117886,CI,LF4157,650,1/30/2024,1/30/2024,APPROVED
117878,118520,POD,,,,1/30/2024,COMPLETED
117012,117651,POD,,,,1/30/2024,COMPLETED
118074,118716,POD,,,,1/30/2024,COMPLETED
117419,118061,CI,12606,650,1/30/2024,1/30/2024,APPROVED
118196,118838,BL,,,,1/30/2024,COMPLETED
114080,114708,POD,,,,1/30/2024,COMPLETED
118106,118748,POD,,,,1/30/2024,COMPLETED
115558,116192,CI,LF4159,592.5,1/30/2024,1/30/2024,APPROVED
114519,115152,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
115577,116211,CI,4338,500,1/30/2024,1/30/2024,APPROVED
80869,81363,POD,,,,1/30/2024,COMPLETED
116075,116710,POD,,,,1/30/2024,COMPLETED
118311,118956,BL,,,,1/30/2024,COMPLETED
115887,116522,POD,,,,1/30/2024,COMPLETED
116768,117405,CI,17184,225,1/30/2024,1/30/2024,APPROVED
115833,116465,CI,18016,1700,1/30/2024,1/30/2024,APPROVED
115927,116562,POD,,,,1/30/2024,COMPLETED
115928,116563,POD,,,,1/30/2024,COMPLETED
117943,118585,BL,,,,1/29/2024,COMPLETED
116235,116871,BL,,,,1/30/2024,COMPLETED
116235,116871,BL,,,,1/30/2024,COMPLETED
116811,117448,CI,12534,590,1/30/2024,1/30/2024,APPROVED
80869,81363,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
115925,116560,POD,,,,1/30/2024,COMPLETED
118249,118893,BL,,,,1/30/2024,COMPLETED
116233,116869,BL,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
115201,115835,BL,,,,1/30/2024,COMPLETED
114787,115420,BL,,,,1/30/2024,COMPLETED
117139,117779,BL,,,,1/30/2024,COMPLETED
117754,118397,CI,4796,1125,1/30/2024,1/30/2024,APPROVED
106288,106892,POD,,,,1/30/2024,COMPLETED
115839,116471,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
114673,115306,POD,,,,1/30/2024,COMPLETED
117316,117956,BL,,,,1/30/2024,COMPLETED
117110,117750,BL,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
117110,117750,POD,,,,1/30/2024,COMPLETED
80869,81363,POD,,,,1/30/2024,COMPLETED
117672,118314,BL,,,,1/30/2024,COMPLETED
117419,118061,POD,,,,1/30/2024,COMPLETED
116328,116964,BL,,,,1/30/2024,COMPLETED
116660,117297,POD,,,,1/30/2024,COMPLETED
118071,118713,CI,342,650,1/30/2024,1/30/2024,APPROVED
117907,118549,CI,341,650,1/30/2024,1/30/2024,APPROVED
116149,116784,POD,,,,1/30/2024,COMPLETED
116149,116784,POD,,,,1/30/2024,COMPLETED
117512,118154,POD,,,,1/30/2024,COMPLETED
116811,117448,POD,,,,1/30/2024,COMPLETED
118484,119129,CI,343,650,1/30/2024,1/30/2024,APPROVED
117570,118212,BL,,,,1/30/2024,COMPLETED
117570,118212,BL,,,,1/30/2024,COMPLETED
117057,117696,CI,20327,4000,1/30/2024,1/30/2024,APPROVED
117801,118443,CI,117801,1100,1/30/2024,1/30/2024,APPROVED
117754,118397,BL,,,,1/30/2024,COMPLETED
117754,118397,BL,,,,1/30/2024,COMPLETED
114202,114832,CI,43776,1200,1/30/2024,1/30/2024,APPROVED
116908,117545,CI,151120,450,1/30/2024,1/30/2024,APPROVED
116893,117530,POD,,,,1/30/2024,COMPLETED
116893,117530,POD,,,,1/30/2024,COMPLETED
117276,117916,CI,4424,700,1/30/2024,1/30/2024,APPROVED
115928,116563,CI,LF4345,3975,1/30/2024,1/30/2024,APPROVED
108561,109179,CI,1034808,850,1/30/2024,1/30/2024,APPROVED
116145,116780,CI,219,5151,1/30/2024,1/30/2024,APPROVED
117113,117753,CI,1001975,1150,1/30/2024,1/30/2024,APPROVED
101697,102278,POD,,,,1/30/2024,COMPLETED
101697,102278,CI,EF9933,517,11/29/2023,1/30/2024,APPROVED - AUTO
117286,117926,BL,,,,1/30/2024,COMPLETED
117496,118138,BL,,,,1/30/2024,COMPLETED
117696,118338,CI,1013935,3200,1/30/2024,1/30/2024,APPROVED
117665,118307,POD,,,,1/30/2024,COMPLETED
118105,118747,POD,,,,1/30/2024,COMPLETED
114992,,POD,,,,1/30/2024,COMPLETED
117665,118307,BL,,,,1/30/2024,COMPLETED
116864,117501,CI,116864,1100,1/30/2024,1/30/2024,APPROVED
116149,116784,POD,,,,1/30/2024,COMPLETED
113815,114442,CI,13112617A,2500,1/30/2024,1/30/2024,APPROVED
116394,117030,CI,9793,800,1/29/2024,1/29/2024,APPROVED
116801,117438,CI,26-Jan,700,1/30/2024,1/30/2024,APPROVED
117139,117779,CI,117139,1650,1/30/2024,1/30/2024,APPROVED
116136,116771,CI,INV-10267,3999,1/29/2024,1/29/2024,APPROVED
117940,118582,CI,12650,1400,1/30/2024,1/30/2024,APPROVED
116135,116770,CI,INV-10272,3999,1/29/2024,1/29/2024,APPROVED
117418,118060,CI,12598,300,1/30/2024,1/30/2024,APPROVED
115937,116572,CI,115937,1090,1/30/2024,1/30/2024,APPROVED
115775,116408,CI,126635,2450,1/30/2024,1/30/2024,APPROVED
115658,116292,CI,FV6270,2070,1/29/2024,1/29/2024,APPROVED
117402,118044,CI,FV6278,1857,1/29/2024,1/29/2024,APPROVED
118196,118838,CI,12671,3300,1/30/2024,1/30/2024,APPROVED
116149,116784,CI,116149,640,1/30/2024,1/30/2024,APPROVED
115767,116400,CI,1222,727,1/29/2024,1/29/2024,APPROVED
116195,116831,CI,2663,2700,1/30/2024,1/30/2024,APPROVED
115609,116243,BL,,,,1/30/2024,COMPLETED
117672,118314,CI,809,3000,1/30/2024,1/30/2024,APPROVED
114484,115117,POD,,,,1/30/2024,COMPLETED
115055,115689,BL,,,,1/30/2024,COMPLETED
115707,116341,CI,FV6274,1586,1/29/2024,1/29/2024,APPROVED
115892,116527,POD,,,,1/30/2024,COMPLETED
114940,115574,POD,,,,1/30/2024,COMPLETED
115055,115689,BL,,,,1/30/2024,COMPLETED
115086,115720,BL,,,,1/30/2024,COMPLETED
114940,115574,BL,,,,1/30/2024,COMPLETED
116822,117459,BL,,,,1/30/2024,COMPLETED
117012,117651,BL,,,,1/30/2024,COMPLETED
115403,116037,BL,,,,1/30/2024,COMPLETED
115396,116030,POD,,,,1/30/2024,COMPLETED
117404,118046,CI,FV6277,1857,1/29/2024,1/29/2024,APPROVED
115695,116329,CI,FV6273,1857,1/29/2024,1/29/2024,APPROVED
117450,118092,CI,FV6275,2550,1/29/2024,1/29/2024,APPROVED
116358,116994,CI,FV6271,1857,1/29/2024,1/29/2024,APPROVED
115599,116233,CI,151127,1000,1/30/2024,1/30/2024,APPROVED
115887,116522,CI,LF4329,3975,1/30/2024,1/30/2024,APPROVED
117948,118590,BL,,,,1/30/2024,COMPLETED
117246,117886,POD,,,,1/30/2024,COMPLETED
116644,117281,POD,,,,1/30/2024,COMPLETED
117286,117926,POD,,,,1/30/2024,COMPLETED
116462,117098,BL,,,,1/30/2024,COMPLETED
115927,116562,CI,LF4347,3975,1/30/2024,1/30/2024,APPROVED
116759,117396,CI,151114,450,1/30/2024,1/30/2024,APPROVED
117518,118160,POD,,,,1/30/2024,COMPLETED
118045,118687,WGT,,,,1/30/2024,COMPLETED
118045,118687,POD,,,,1/30/2024,COMPLETED
118071,118713,BL,,,,1/30/2024,COMPLETED
118106,118748,BL,,,,1/30/2024,COMPLETED
116905,117542,CI,151119,450,1/30/2024,1/30/2024,APPROVED
116683,117320,BL,,,,1/30/2024,COMPLETED
115558,116192,POD,,,,1/30/2024,COMPLETED
116722,117359,CI,151113,450,1/30/2024,1/30/2024,APPROVED
106116,106718,BL,,,,1/30/2024,COMPLETED
117696,118338,BL,,,,1/30/2024,COMPLETED
114202,114832,POD,,,,1/30/2024,COMPLETED
117191,117831,POD,,,,1/30/2024,COMPLETED
115404,116038,BL,,,,1/30/2024,COMPLETED
117951,118593,BL,,,,1/30/2024,COMPLETED
117121,117761,BL,,,,1/30/2024,COMPLETED
117121,117761,WGT,,,,1/30/2024,COMPLETED
115577,116211,BL,,,,1/30/2024,COMPLETED
115278,115912,BL,,,,1/30/2024,COMPLETED
117907,118549,BL,,,,1/30/2024,COMPLETED
117883,118525,CI,LF4151,750,1/30/2024,1/30/2024,APPROVED
117276,117916,POD,,,,1/30/2024,COMPLETED
109785,110406,CI,24-1483,1550,1/30/2024,1/30/2024,APPROVED
118243,118887,CI,588,350,1/30/2024,1/30/2024,APPROVED
117711,118353,CI,43775,3000,1/29/2024,1/29/2024,APPROVED
118220,118862,CI,587,350,1/30/2024,1/30/2024,APPROVED
116803,117440,CI,13837,650,1/29/2024,1/29/2024,APPROVED
114474,115107,CI,83076,500,1/30/2024,1/30/2024,APPROVED
117356,117998,BL,,,,1/30/2024,COMPLETED
114727,115360,CI,55127,850,1/30/2024,1/30/2024,APPROVED
114574,115207,BL,,,,1/30/2024,COMPLETED
116050,116685,POD,,,,1/30/2024,COMPLETED
116826,117463,POD,,,,1/30/2024,COMPLETED
117429,118071,POD,,,,1/30/2024,COMPLETED
117246,117886,BL,,,,1/30/2024,COMPLETED
116145,116780,POD,,,,1/30/2024,COMPLETED
114557,115190,CI,55034,850,1/30/2024,1/30/2024,APPROVED
114517,115150,BL,,,,1/30/2024,COMPLETED
117799,118441,BL,,,,1/30/2024,COMPLETED
117997,118639,BL,,,,1/30/2024,COMPLETED
116864,117501,BL,,,,1/30/2024,COMPLETED
115521,116155,CI,4293667,1400,1/30/2024,1/30/2024,APPROVED
114646,115279,BL,,,,1/30/2024,COMPLETED
116233,116869,CI,116233,1100,1/30/2024,1/30/2024,APPROVED
116820,117457,POD,,,,1/30/2024,COMPLETED
101697,102278,BL,,,,1/30/2024,COMPLETED
107381,107992,BL,,,,1/30/2024,COMPLETED
117475,118117,POD,,,,1/30/2024,COMPLETED
116623,117260,BL,,,,1/30/2024,COMPLETED
114425,115057,POD,,,,1/30/2024,COMPLETED
116297,116933,BL,,,,1/30/2024,COMPLETED
113216,113849,POD,,,,1/30/2024,COMPLETED
117297,117937,BL,,,,1/30/2024,COMPLETED
113216,113849,POD,,,,1/30/2024,COMPLETED
108236,108853,BL,,,,1/30/2024,COMPLETED
116295,116931,BL,,,,1/30/2024,COMPLETED
101697,102278,BL,,,,1/30/2024,COMPLETED
116226,116862,BL,,,,1/30/2024,COMPLETED
116252,116888,POD,,,,1/30/2024,COMPLETED
117295,117935,BL,,,,1/30/2024,COMPLETED
117108,117748,BL,,,,1/30/2024,COMPLETED
111612,112233,POD,,,,1/30/2024,COMPLETED
72064,72525,POD,,,,1/30/2024,COMPLETED
116809,117446,BL,,,,1/30/2024,COMPLETED
118014,118656,POD,,,,1/30/2024,COMPLETED
118262,118906,BL,,,,1/30/2024,COMPLETED
108561,109179,BL,,,,1/30/2024,COMPLETED
114401,115033,BL,,,,1/31/2024,COMPLETED
114401,115033,BL,,,,1/31/2024,COMPLETED
114401,115033,BL,,,,1/31/2024,COMPLETED
117715,118357,CI,293957,1900,1/29/2024,1/29/2024,APPROVED
115375,116009,CI,293738,1800,1/29/2024,1/29/2024,APPROVED
116694,117331,POD,,,,1/29/2024,COMPLETED
116694,117331,POD,,,,1/29/2024,COMPLETED
118229,118871,POD,,,,1/30/2024,COMPLETED
117959,118601,CI,117959,800,1/29/2024,1/29/2024,APPROVED - AUTO
117959,118601,BL,,,,1/29/2024,COMPLETED
117959,118601,POD,,,,1/29/2024,COMPLETED
115893,116528,POD,,,,1/31/2024,COMPLETED
115893,116528,POD,,,,1/31/2024,COMPLETED
116117,116752,POD,,,,1/31/2024,COMPLETED
118024,118666,CI,18924,400,1/29/2024,1/29/2024,APPROVED
117247,117887,POD,,,,1/31/2024,COMPLETED
117241,117881,CI,39585,1050,1/29/2024,1/29/2024,APPROVED
117919,118561,POD,,,,1/31/2024,COMPLETED
117919,118561,POD,,,,1/31/2024,COMPLETED
118229,118871,POD,,,,1/30/2024,COMPLETED
117942,118584,POD,,,,1/31/2024,COMPLETED
114743,115376,POD,,,,1/31/2024,COMPLETED
116832,117469,CI,871,1350,1/30/2024,1/30/2024,APPROVED
118608,119254,CI,395,150,1/30/2024,1/30/2024,APPROVED - AUTO
117665,118307,CI,117665,435,1/30/2024,1/30/2024,APPROVED
116753,117390,POD,,,,1/31/2024,COMPLETED
116753,117390,POD,,,,1/31/2024,COMPLETED
117533,118175,WGT,,,,1/31/2024,COMPLETED
118031,118673,WGT,,,,1/31/2024,COMPLETED
115732,116365,BL,,,,1/31/2024,COMPLETED
116753,117390,POD,,,,1/31/2024,COMPLETED
115404,116038,CI,115404,950,1/30/2024,1/30/2024,APPROVED
117475,118117,POD,,,,1/31/2024,COMPLETED
116431,117067,POD,,,,1/31/2024,COMPLETED
116694,117331,CI,L0513953,625,1/29/2024,1/29/2024,APPROVED
